name,terminology,code,term,DiabetesType
diabetes_drugs,DMD,16137211000001109,Amaryl 1mg tablets (Lexon (UK) Ltd) (product),general
diabetes_drugs,DMD,30876011000001101,Repaglinide 2mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,3469811000001100,Insulin isophane biphasic human 15/85 100units/ml suspension for injection 5ml vials (product),general
diabetes_drugs,DMD,325064004,Insulin soluble human 100units/mL injection solution 10mL vial (product),general
diabetes_drugs,DMD,10688811000001107,Glimepiride 1mg tablets (Pliva Pharma Ltd) (product),general
diabetes_drugs,DMD,14040411000001107,Actos 30mg tablets (Sigma Pharmaceuticals Plc) (product),general
diabetes,SNOMED,190330002,Diabetes mellitus - juvenile type - with hyperosmolar coma,type1
diabetes,SNOMED,314011005,Focal diabetic maculopathy,general
diabetes,SNOMED,769222008,Clinically significant macular oedema of left eye co-occurrent and due to diabetes mellitus,general
diabetes,SNOMED,445353002,Brittle type II diabetes mellitus (finding),type2
diabetes_drugs,DMD,3468711000001104,Insulin aspart 100units/ml solution for injection 3ml pre-filled disposable devices (product),general
diabetes_drugs,DMD,12110211000001101,Gliclazide 60mg/5ml oral suspension (Special Order) (product),general
diabetes_drugs,DMD,14773811000001100,Metformin 500mg tablets (LPC Medical (UK) Ltd) (product),general
diabetes_drugs,DMD,8617611000001106,Metformin 850mg/5ml oral solution (Special Order) (product),general
diabetes_drugs,DMD,36910511000001100,Glydex 160mg tablets (Medreich Plc) (product),general
diabetes,SNOMED,170766006,Loss of hypoglycemic warning,general
diabetes_drugs,DMD,326047005,Product containing precisely repaglinide 500 microgram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,3273111000001102,Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,21022811000001104,Janumet 50mg/1000mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,23372211000001107,Glidipion 45mg tablets (Actavis UK Ltd) (product),general
diabetes_drugs,DMD,409121008,Product containing precisely metformin hydrochloride 500 milligram and rosiglitazone (as rosiglitazone maleate) 1 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,32183011000001102,Alogliptin 6.25mg tablets (Niche Pharma Ltd) (product),general
diabetes_drugs,DMD,36047911000001109,Insulin protamine zinc bovine 100units/ml suspension for injection 10ml vials (product),general
diabetes_drugs,DMD,28775211000001102,Canagliflozin 100mg tablets (Colorama Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,24137211000001104,Pioglitazone 15mg tablets (Morningside Healthcare Ltd) (product),general
diabetes_drugs,DMD,8093711000001103,Glimepiride 2mg tablets (Unichem Plc) (product),general
diabetes_drugs,DMD,21635211000001102,Dapagliflozin 5mg tablets (product),general
diabetes_drugs,DMD,37971811000001102,Humalog 100units/ml solution for injection 3ml cartridges (Pharmaram Ltd) (product),general
diabetes,SNOMED,111552007,Diabetes mellitus without complication,general
diabetes_drugs,DMD,21953711000001106,Lyxumia 10micrograms/0.2ml solution for injection 3ml pre-filled pen and Lyxumia 20micrograms/0.2ml solution for injection 3ml pre-filled pen (Sanofi) (product),general
diabetes_drugs,DMD,5283711000001103,NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc) (product),general
diabetes,SNOMED,532411000000102,Diabetes mellitus - adult onset - with no mention of complication (disorder),general
diabetes_drugs,DMD,21939711000001105,Insulin degludec 200units/ml solution for injection 3ml pre-filled disposable devices (product),general
diabetes_drugs,DMD,3275011000001102,Mixtard 30 ge 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,14389911000001101,NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,233411000001102,Euglucon 2.5mg tablets (Aventis Pharma) (product),general
diabetes_drugs,DMD,17559111000001102,Humulin I 100units/ml suspension for injection 3ml cartridges (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,37512811000001108,Invokana 300mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes,SNOMED,408413000,O/E - right eye proliferative diabetic retinopathy (context-dependent category),general
diabetes,SNOMED,429729007,Diabetic education completed (situation),removed
diabetes_drugs,DMD,18586911000001108,Januvia 100mg tablets (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,29918411000001109,Metformin 500mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,37666211000001104,Humalog Mix25 100units/ml suspension for injection 3ml cartridges (Pilsco Ltd) (product),general
diabetes,SNOMED,238983004,Diabetic thick skin syndrome,general
diabetes,SNOMED,311782002,Advanced diabetic retinal disease,general
diabetes_drugs,DMD,21711411000001100,Saxagliptin 2.5mg / Metformin 1g tablets (product),general
diabetes_drugs,DMD,23636011000001109,Vipidia 12.5mg tablets (Takeda UK Ltd) (product),general
diabetes_drugs,DMD,325248003,Product containing precisely glipizide 2.5 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,16536211000001102,Dacadis MR 30mg tablets (Generics (UK) Ltd) (product),general
diabetes_drugs,DMD,17880511000001107,Gliclazide 40mg tablets (A A H Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,30928411000001102,Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices (DE Pharmaceuticals) (product),general
diabetes_drugs,DMD,4470711000001109,Tolbutamide 500mg tablets (Generics (UK) Ltd) (product),general
diabetes_drugs,DMD,35672911000001103,Pioglitazone 15mg / Metformin 850mg tablets (A A H Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,10459011000001104,Actos 30mg tablets (PI) (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,33613711000001105,Repaglinide 500microgram tablets (Mylan Ltd) (product),general
diabetes_drugs,DMD,811811000001103,Glipizide 5mg tablets (Kent Pharmaceuticals Ltd) (product),general
diabetes,SNOMED,308106006,O/E - Left diabetic foot at risk,general
diabetes,SNOMED,314893005,Type 1 diabetes mellitus with arthropathy,type1
diabetes,SNOMED,420514000,Persistent proteinuria associated with type I diabetes mellitus (disorder),type1
diabetes,SNOMED,31211000119101,Peripheral vascular disease due to type I diabetes,type1
diabetes_drugs,DMD,34043411000001102,Fiasp 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd) (product),general
diabetes_drugs,DMD,35548011000001105,Yaltormin SR 750mg tablets (Wockhardt UK Ltd) (product),general
diabetes_drugs,DMD,16517211000001106,Humalog Pen 100units/ml solution for injection 3ml pre-filled pens (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,20917311000001102,Pioglitazone 45mg tablets (Zentiva) (product),general
diabetes_drugs,DMD,22105211000001106,Metformin 500mg/5ml oral solution sugar free (Zentiva) (product),general
diabetes_drugs,DMD,8724011000001106,Tolbutamide 500mg/5ml oral suspension (product),general
diabetes,SNOMED,361216007,Diabetic femoral mononeuropathy,general
diabetes,SNOMED,609563008,Pre-existing diabetes mellitus in pregnancy (disorder),general
diabetes,SNOMED,754461000000105,Referral to type I diabetes structured education programme (procedure),removed
diabetes_drugs,DMD,24568211000001104,Sukkarto SR 1000mg tablets (Morningside Healthcare Ltd) (product),general
diabetes_drugs,DMD,3277211000001104,NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd) (product),general
diabetes_drugs,DMD,15411311000001103,Metformin 500mg oral powder sachets sugar free (product),general
diabetes_drugs,DMD,10487311000001102,NovoNorm 2mg tablets (PI) (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,17918011000001108,Glipizide 5mg tablets (Phoenix Healthcare Distribution Ltd) (product),general
diabetes_drugs,DMD,20022911000001104,Glizofar 15mg tablets (Arrow Generics Ltd) (product),general
diabetes_drugs,DMD,3264411000001100,Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes,SNOMED,11530004,Brittle diabetes,general
diabetes,SNOMED,197605007,Nephrotic syndrome in diabetes mellitus,general
diabetes_drugs,DMD,859811000001106,Metformin 850mg tablets (Kent Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,7463711000001104,Metformin 850mg tablets (Ranbaxy (UK) Ltd) (product),general
diabetes_drugs,DMD,152311000001101,NovoNorm 500microgram tablets (Novo Nordisk Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,27990411000001100,Forxiga 10mg tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,32625911000001109,Sitagliptin 50mg/5ml oral solution (Special Order) (product),general
diabetes_drugs,DMD,10925511000001108,Metformin 850mg / Pioglitazone 15mg tablets (product),general
diabetes_drugs,DMD,22082511000001109,Gliclazide 30mg modified-release tablets (Waymade Healthcare Plc) (product),general
diabetes,SNOMED,199231005,Pre-existing malnutrition-related diabetes mellitus,other
diabetes,SNOMED,280137006,Diabetic foot,general
diabetes,SNOMED,237613005,Hyperproinsulinemia (disorder),general
diabetes_drugs,DMD,9555911000001109,Metformin 500mg tablets (Wockhardt UK Ltd) (product),general
diabetes_drugs,DMD,17970111000001100,Metformin 500mg/5ml oral solution sugar free (Almus Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,107311000001107,Glibenclamide 2.5mg tablets (Kent Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,10458811000001103,Actos 15mg tablets (PI) (Dowelhurst Ltd) (product),general
diabetes_drugs,DMD,10543211000001104,NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,13833511000001100,Avandamet 4mg/1000mg tablets (Doncaster Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,17622711000001102,Prandin 2mg tablets (Necessity Supplies Ltd) (product),general
diabetes_drugs,DMD,10542911000001101,NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,326062007,Product containing precisely pioglitazone (as pioglitazone hydrochloride) 15 milligram/1 each conventional release oral tablet (clinical drug),general
diabetes_drugs,DMD,745911000001103,Diamicron 80mg tablets (Servier Laboratories Limited) (product),general
diabetes_drugs,DMD,36618311000001109,Suliqua 100units/ml / 50micrograms/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi) (product),general
diabetes_drugs,DMD,30173411000001107,Synjardy 5mg/850mg tablets (Boehringer Ingelheim Ltd) (product),general
diabetes_drugs,DMD,32413911000001101,Gliclazide 80mg tablets (Genesis Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,648011000001102,Glibenclamide 2.5mg tablets (A A H Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,37696411000001103,Onglyza 5mg tablets (Pilsco Ltd) (product),general
diabetes_drugs,DMD,10487711000001103,Avandamet 2mg/500mg tablets (PI) (Waymade Ltd) (product),general
diabetes_drugs,DMD,12135711000001107,Glibenclamide 625micrograms/5ml oral solution (product),general
diabetes_drugs,DMD,24381111000001102,Metformin 500mg modified-release tablets (DE Pharmaceuticals) (product),general
diabetes,SNOMED,50620007,Diabetic autonomic neuropathy,general
diabetes,SNOMED,303059007,Postpancreatectomy hypoinsulinemia (disorder),general
diabetes_drugs,DMD,22225011000001109,Laaglyda MR 60 mg tablets (Consilient Health Ltd) (product),general
diabetes_drugs,DMD,9801011000001101,Tolbutamide 500mg tablets (Almus Pharmaceutical Ltd) (product),general
diabetes_drugs,DMD,12813711000001107,Metformin 5mg/5ml oral solution (product),general
diabetes_drugs,DMD,5268611000001103,Humalog Mix25 Pen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,11122611000001109,Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Ltd) (product),general
diabetes_drugs,DMD,16727911000001107,Levemir InnoLet 100units/ml solution for injection 3ml pre-filled pens (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,19527011000001101,Actos 45mg tablets (Waymade Healthcare Plc) (product),general
diabetes,SNOMED,713705003,Polyneuropathy due to type 1 diabetes mellitus,type1
diabetes,SNOMED,770097006,Clinically significant macular edema co-occurrent and due to diabetes mellitus (disorder),general
diabetes_drugs,DMD,26209611000001109,NovoRapid PumpCart 100units/ml solution for injection 1.6ml cartridges (Novo Nordisk Ltd) (product),general
diabetes_drugs,DMD,19570211000001106,NovoRapid FlexTouch 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd) (product),general
diabetes_drugs,DMD,3311611000001106,Insuman Rapid 100units/ml solution for injection 3ml cartridges (Aventis Pharma) (product),general
diabetes_drugs,DMD,652411000001107,Minodiab 5mg tablets (Pfizer Ltd) (product),general
diabetes_drugs,DMD,21764211000001101,Pioglitazone 30mg tablets (Teva UK Ltd) (product),general
diabetes_drugs,DMD,17420011000001100,Prandin 0.5mg tablets (Mawdsley-Brooks & Company Ltd) (product),general
diabetes_drugs,DMD,23487811000001109,Pioglitazone 45mg tablets (Accord Healthcare Ltd) (product),general
diabetes_drugs,DMD,35776811000001100,Insulin lispro Sanofi 100units/ml solution for injection 3ml pre-filled pens (Sanofi) (product),general
diabetes_drugs,DMD,20115111000001106,Januvia 25mg Tablets (Merck Sharp & Dohme Ltd) (product),general
diabetes_drugs,DMD,3471011000001100,Insulin isophane biphasic human 30/70 100units/ml suspension for injection 3ml pre-filled disposable devices (product),general
diabetes_drugs,DMD,10155111000001101,Glimepiride 2mg tablets (Alpharma Ltd) (product),general
diabetes_drugs,DMD,37668511000001100,Jardiance 10mg tablets (Pilsco Ltd) (product),general
diabetes_drugs,DMD,19307311000001105,Enyglid 2mg tablets (Consilient Health Ltd) (product),general
diabetes_drugs,DMD,21793311000001109,Metformin 1g modified-release tablets (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,3469411000001102,Insulin isophane biphasic human 10/90 100units/ml suspension for injection 3ml cartridges (product),general
diabetes_drugs,DMD,8615911000001105,Metformin 500mg/5ml oral solution (Special Order) (product),general
diabetes_drugs,DMD,38018211000001100,Lamzarin 30mg modified-release tablets (Key Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,38158011000001106,Onglyza 5mg tablets (DE Pharmaceuticals) (product),general
diabetes,SNOMED,140391000119101,Ulcer of toe due to type 2 diabetes mellitus (disorder),type2
diabetes_drugs,DMD,24054711000001109,Dapagliflozin 5mg / Metformin 850mg tablets (product),general
diabetes_drugs,DMD,28277811000001100,Victoza 6mg/ml solution for injection 3ml pre-filled pens (Waymade Healthcare Plc) (product),general
diabetes_drugs,DMD,3274511000001109,Insuman Comb 50 100units/ml suspension for injection 5ml vials (Aventis Pharma) (product),general
diabetes_drugs,DMD,20778911000001102,Repaglinide 2mg tablets (Accord Healthcare Ltd) (product),general
diabetes,SNOMED,127014009,Diabetic peripheral angiopathy,general
diabetes,SNOMED,312904009,Moderate non proliferative diabetic retinopathy,general
diabetes_drugs,DMD,11599411000001100,Metformin 500mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd) (product),general
diabetes_drugs,DMD,28940811000001104,Glidipion 15mg tablets (Actavis UK Ltd) (product),general
diabetes_drugs,DMD,14760811000001101,Lantus 100units/ml solution for injection 3ml OptiClik cartridges (Sigma Pharmaceuticals Plc) (product),general
diabetes_drugs,DMD,16053711000001101,Glimepiride 2mg tablets (Bristol Laboratories Ltd) (product),general
